VM;Powerstate;CPUs;Memory;Primary_IP_Address;Network_1;Cluster;Datacenter;Host;OS_VMwareTools;OS_ConfigFile;GeneratedUniqueID
RZ1-DDC-02;poweredOn;2;16384;10.2.7.5;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-28.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.7.5","RZ1-DDC-02"]
RZ1-EGA-01;poweredOn;1;2048;10.1.33.16;VLAN-10.1.33.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2003 Standard (32-bit);Microsoft Windows Server 2003 Standard (32-bit);["10.1.33.16","RZ1-EGA-01"]
RZ1-EGA-01N;poweredOn;2;4096;10.1.33.16;Internal;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.1.33.16","RZ1-EGA-01N"]
RZ1-EGA-03;poweredOn;2;4096;10.1.33.17;VLAN-10.1.33.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.1.33.17","RZ1-EGA-03"]
RZ1-ETUAPP-01;poweredOn;2;8192;10.6.7.31;VLAN-10.6.7.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.6.7.31","RZ1-ETUAPP-01"]
RZ1-ETUMAP-01;poweredOn;2;8192;10.6.7.32;VLAN-10.6.7.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.6.7.32","RZ1-ETUMAP-01"]
RZ1-ETUSOC-01;poweredOn;2;4096;10.6.7.35;VLAN-10.6.7.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.6.7.35","RZ1-ETUSOC-01"]
RZ1-ETUWSA-01;poweredOn;2;4096;10.1.8.21;VLAN-10.1.8.x;CL_WEB;WEB;rz1-esx-39.bev.int;CentOS 4/5/6/7 (64-bit);Other 2.6.x Linux (64-bit);["10.1.8.21","RZ1-ETUWSA-01"]
RZ1-GBS-01;poweredOn;2;8192;10.1.34.21;VLAN-10.1.34.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.34.21","RZ1-GBS-01"]
RZ1-GBS-02;poweredOn;2;8192;10.1.34.22;VLAN-10.1.34.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.34.22","RZ1-GBS-02"]
RZ1-GTUGBS-01;poweredOn;2;8192;10.6.6.10;VLAN-10.6.6.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.6.6.10","RZ1-GTUGBS-01"]
RZ1-GTUKFS-01;poweredOn;2;8192;10.6.6.20;VLAN-10.6.6.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.6.6.20","RZ1-GTUKFS-01"]
RZ1-KFS-01;poweredOn;4;16384;10.1.34.32;VLAN-10.1.34.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.34.32","RZ1-KFS-01"]
RZ1-KFS-02;poweredOn;2;16384;10.1.34.33;VLAN-10.1.34.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.34.33","RZ1-KFS-02"]
RZ1-LDC-01;poweredOn;12;94208;10.2.6.25;VLAN-10.2.6.x;CL_PU;PU;rz2-esx-32.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.6.25","RZ1-LDC-01"]
RZ1-LDP-01;poweredOn;2;4096;10.2.20.31;VLAN-10.2.20.x;CL_PU;PU;rz2-esx-50.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.2.20.31","RZ1-LDP-01"]
RZ1-MAP-01;poweredOn;2;14336;10.1.33.47;VLAN-10.1.33.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.1.33.47","RZ1-MAP-01"]
RZ1-MAP-02;poweredOn;2;14336;10.1.33.48;VLAN-10.1.33.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.1.33.48","RZ1-MAP-02"]
RZ1-SOC-01;poweredOn;2;8192;10.1.33.35;VLAN-10.1.33.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.1.33.35","RZ1-SOC-01"]
RZ1-SOC-03;poweredOn;1;8192;10.1.33.37;VLAN-10.1.33.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.1.33.37","RZ1-SOC-03"]
RZ1-STF-01;poweredOn;2;6144;10.2.7.1;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-30.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.7.1","RZ1-STF-01"]
RZ1-STI-01;poweredOn;2;16384;10.1.29.21;VLAN-10.1.29.x;CL_WEB;WEB;rz1-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.29.21","RZ1-STI-01"]
RZ1-STP-01;poweredOn;1;16384;10.1.40.21;VLAN-10.1.40.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.40.21","RZ1-STP-01"]
RZ1-TCP-01;poweredOn;2;4096;10.1.64.30;VLAN-10.1.64.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.1.64.30","RZ1-TCP-01"]
RZ1-TES-08;poweredOn;2;4096;10.6.7.116;VLAN-10.6.7.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.6.7.116","RZ1-TES-08"]
RZ1-TES-11;poweredOn;2;16384;10.6.7.26;VLAN-10.6.7.0;CL_DB;DMZ-DB;rz2-esx-46.bev.int;Red Hat Enterprise Linux 5 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.6.7.26","RZ1-TES-11"]
RZ1-WEB-01;poweredOn;2;8192;10.1.7.16;VLAN-10.1.7.x;eGA-WEB;eGA-WEB;rz1-esx-48.bev.int;Red Hat Linux 6/7/8/9;Red Hat Enterprise Linux 2.1;["10.1.7.16","RZ1-WEB-01"]
RZ1-WEB-02;poweredOn;4;8192;10.1.7.17;VLAN-10.1.7.x;eGA-WEB;eGA-WEB;rz1-esx-48.bev.int;Red Hat Linux 6/7/8/9;Red Hat Enterprise Linux 2.1;["10.1.7.17","RZ1-WEB-02"]
RZ1-WEB-03;poweredOn;2;8192;10.1.7.18;VLAN-10.1.7.x;eGA-WEB;eGA-WEB;rz2-esx-48.bev.int;Red Hat Linux 6/7/8/9;Red Hat Enterprise Linux 2.1;["10.1.7.18","RZ1-WEB-03"]
RZ1-WEB-04;poweredOn;2;8192;10.1.7.19;VLAN-10.1.7.x;eGA-WEB;eGA-WEB;rz2-esx-48.bev.int;Red Hat Linux 6/7/8/9;Red Hat Enterprise Linux 2.1;["10.1.7.19","RZ1-WEB-04"]
RZ1-WIN-01;poweredOn;2;8192;10.2.10.1;VLAN-10.2.10.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.10.1","RZ1-WIN-01"]
RZ1-WIN-02;poweredOn;2;8192;10.2.10.2;VLAN-10.2.10.x;CL_PU;PU;rz1-esx-33.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.10.2","RZ1-WIN-02"]
RZ1-XIG-01N;poweredOn;2;12288;10.1.40.15;VLAN-10.1.40.x;CL_DMZ;DMZ;rz2-esx-37.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.1.40.15","RZ1-XIG-01N"]
RZ2-ADS-01;poweredOn;4;16384;10.3.10.253;VLAN-10.2.10.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.3.10.253","RZ2-ADS-01"]
RZ2-AMS-01;poweredOn;1;2048;10.1.7.126;VLAN-10.1.7.x;CL_WEB;WEB;rz1-esx-39.bev.int;CentOS 4/5/6 (32-bit);Red Hat Enterprise Linux 5 (32-bit);["10.1.7.126","RZ2-AMS-01"]
RZ2-APP-01;poweredOn;4;14336;10.1.33.145;VLAN-10.1.33.x;CL_DMZ;DMZ;rz2-esx-57.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.1.33.145","RZ2-APP-01"]
RZ2-APP-02;poweredOn;4;14336;10.1.33.146;VLAN-10.1.33.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.1.33.146","RZ2-APP-02"]
RZ2-APS-05;poweredOn;2;8192;10.1.4.135;VLAN-10.254.97.x;CL_APOS;WEB;rz1-esx-38.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.1.4.135","RZ2-APS-05"]
RZ2-APS-06;poweredOn;4;16384;10.1.4.136;VLAN-10.1.4.x;CL_APOS;WEB;rz1-esx-21.bev.int;CentOS 7 (64-bit);CentOS 4/5 (64-bit);["10.1.4.136","RZ2-APS-06"]
RZ2-AWI-01;poweredOn;2;16384;10.1.29.111;VLAN-10.1.29.x;CL_WEB;WEB;rz2-esx-39.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.29.111","RZ2-AWI-01"]
RZ2-AWP-01;poweredOn;1;8192;10.1.40.111;VLAN-10.1.40.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.40.111","RZ2-AWP-01"]
RZ2-CIT-01;poweredOn;2;6144;10.2.7.109;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-26.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.7.109","RZ2-CIT-01"]
RZ2-CTS-61;poweredOn;4;32768;10.2.7.161;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-27.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.7.161","RZ2-CTS-61"]
RZ2-CTS-62;poweredOn;4;32768;10.2.7.162;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-29.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.7.162","RZ2-CTS-62"]
RZ2-DDC-02;poweredOn;2;16384;10.2.7.105;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-26.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.7.105","RZ2-DDC-02"]
RZ2-EGA-01;poweredOn;1;2048;10.1.33.116;VLAN-10.1.33.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2003 Standard (32-bit);Microsoft Windows Server 2003 Standard (32-bit);["10.1.33.116","RZ2-EGA-01"]
RZ2-EGA-01N;poweredOn;2;4096;10.1.33.116;Internal;CL_DMZ;DMZ;rz1-esx-57.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.1.33.116","RZ2-EGA-01N"]
RZ2-ETUAPP-01;poweredOn;2;8192;10.6.7.131;VLAN-10.6.7.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.6.7.131","RZ2-ETUAPP-01"]
RZ2-ETUMAP-01;poweredOn;2;8192;10.6.7.132;VLAN-10.6.7.x;CL_DMZ;DMZ;rz2-esx-57.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.6.7.132","RZ2-ETUMAP-01"]
RZ2-ETUSOC-01;poweredOn;2;4096;10.6.7.135;VLAN-10.6.7.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.6.7.135","RZ2-ETUSOC-01"]
RZ2-ETUWSA-01;poweredOn;2;4096;10.1.8.121;VLAN-10.1.8.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 4/5/6/7 (64-bit);Other 2.6.x Linux (64-bit);["10.1.8.121","RZ2-ETUWSA-01"]
RZ2-GBS-01;poweredOn;2;8192;10.1.34.121;VLAN-10.1.34.x;CL_DMZ;DMZ;rz2-esx-57.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.34.121","RZ2-GBS-01"]
RZ2-GTUGBS-01;poweredOn;2;8192;10.6.6.110;VLAN-10.6.6.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.6.6.110","RZ2-GTUGBS-01"]
RZ2-GTUKFS-01;poweredOn;2;8192;10.6.6.120;VLAN-10.6.6.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.6.6.120","RZ2-GTUKFS-01"]
RZ2-IMP-01;poweredOn;4;16384;10.1.33.149;VLAN-10.1.33.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.1.33.149","RZ2-IMP-01"]
RZ2-KFS-01;poweredOn;2;16384;10.1.34.132;VLAN-10.1.34.x;CL_DMZ;DMZ;rz2-esx-37.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.34.132","RZ2-KFS-01"]
RZ2-LDP-01;poweredOn;2;4096;10.2.20.131;VLAN-10.2.20.x;CL_PU;PU;rz2-esx-50.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.2.20.131","RZ2-LDP-01"]
RZ2-MAP-01;poweredOn;2;14336;10.1.33.147;VLAN-10.1.33.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.1.33.147","RZ2-MAP-01"]
RZ2-MAP-02;poweredOn;2;14336;10.1.33.148;VLAN-10.1.33.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.1.33.148","RZ2-MAP-02"]
RZ2-OTUAOT-01;poweredOn;2;4096;10.75.64.137;VLAN-10.75.64.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.75.64.137","RZ2-OTUAOT-01"]
RZ2-OTUARC-01;poweredOn;4;4096;10.75.64.135;VLAN-10.75.64.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.75.64.135","RZ2-OTUARC-01"]
RZ2-OTUCON-01;poweredOn;2;4096;10.75.64.134;VLAN-10.75.64.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.75.64.134","RZ2-OTUCON-01"]
RZ2-OTUTCP-01;poweredOn;2;4096;10.75.64.130;VLAN-10.75.64.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.75.64.130","RZ2-OTUTCP-01"]
RZ2-SOC-01;poweredOn;2;8192;10.1.33.135;VLAN-10.1.33.x;CL_DMZ;DMZ;rz1-esx-57.bev.int;Microsoft Windows Server 2008 (64-bit);Microsoft Windows Server 2008 (64-bit);["10.1.33.135","RZ2-SOC-01"]
RZ2-STF-01;poweredOn;2;6144;10.2.7.101;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz1-esx-25.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.7.101","RZ2-STF-01"]
RZ2-STI-01;poweredOn;2;16384;10.1.29.121;VLAN-10.1.29.x;CL_WEB;WEB;rz1-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.29.121","RZ2-STI-01"]
RZ2-STP-01;poweredOn;1;16384;10.1.40.121;VLAN-10.1.40.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.1.40.121","RZ2-STP-01"]
rz2-tes-02;poweredOn;1;4096;10.1.8.16;VLAN-10.1.8.x;eGA-WEB;eGA-WEB;rz1-esx-48.bev.int;Red Hat Enterprise Linux 3 (32-bit);Red Hat Enterprise Linux 3 (32-bit);["10.1.8.16","rz2-tes-02"]
rz2-tes-03;poweredOn;1;4096;10.1.8.17;VLAN-10.1.8.x;eGA-WEB;eGA-WEB;rz1-esx-48.bev.int;Red Hat Enterprise Linux 3 (32-bit);Red Hat Enterprise Linux 3 (32-bit);["10.1.8.17","rz2-tes-03"]
RZ2-TES-04;poweredOn;2;4096;10.6.7.19;VLAN-10.6.7.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Red Hat Enterprise Linux 3 (32-bit);Red Hat Enterprise Linux 3 (32-bit);["10.6.7.19","RZ2-TES-04"]
rz2-tes-08;poweredOn;2;2048;10.6.7.16;VLAN-10.6.7.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2003 Standard (32-bit);Microsoft Windows Server 2003 Standard (32-bit);["10.6.7.16","rz2-tes-08"]
RZ2-TES-08N;poweredOn;2;4096;;Internal;CL_DMZ;DMZ;rz1-esx-57.bev.int;;Microsoft Windows Server 2016 or later (64-bit);["RZ2-TES-08N"]
RZ2-TES-16;poweredOn;1;8192;10.6.7.37;VLAN-10.6.7.x;CL_DMZ;DMZ;rz1-esx-36.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.6.7.37","RZ2-TES-16"]
rz2-tms-01;poweredOn;2;2048;10.1.8.18;VLAN-10.1.8.x;CL_WEB;WEB;rz1-esx-39.bev.int;CentOS 4/5/6 (32-bit);Other 2.6.x Linux (32-bit);["10.1.8.18","rz2-tms-01"]
RZ2-WEB-01;poweredOn;2;8192;10.1.7.116;VLAN-10.1.7.x;eGA-WEB;eGA-WEB;rz2-esx-48.bev.int;Red Hat Linux 6/7/8/9;Red Hat Enterprise Linux 2.1;["10.1.7.116","RZ2-WEB-01"]
RZ2-WEB-02;poweredOn;4;8192;10.1.7.117;VLAN-10.1.7.x;eGA-WEB;eGA-WEB;rz2-esx-48.bev.int;Red Hat Linux 6/7/8/9;Red Hat Enterprise Linux 2.1;["10.1.7.117","RZ2-WEB-02"]
RZ2-WEB-03;poweredOn;2;8192;10.1.7.118;VLAN-10.1.7.x;eGA-WEB;eGA-WEB;rz2-esx-48.bev.int;Red Hat Linux 6/7/8/9;Red Hat Enterprise Linux 2.1;["10.1.7.118","RZ2-WEB-03"]
RZ2-WEB-04;poweredOn;2;8192;10.1.7.119;VLAN-10.1.7.x;eGA-WEB;eGA-WEB;rz1-esx-48.bev.int;Red Hat Linux 6/7/8/9;Red Hat Enterprise Linux 2.1;["10.1.7.119","RZ2-WEB-04"]
RZ2-WIN-01;poweredOn;2;8192;10.2.10.101;VLAN-10.2.10.x;standalone;PU;rz1-esx-16.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.10.101","RZ2-WIN-01"]
RZ2-WIN-02;poweredOn;2;8192;10.2.10.102;VLAN-10.2.10.x;standalone;PU;rz1-esx-16.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.10.102","RZ2-WIN-02"]
RZ2-WSA-01;poweredOn;2;4096;10.1.7.121;VLAN-10.1.7.x;CL_WEB;WEB;rz1-esx-39.bev.int;CentOS 4/5/6/7 (64-bit);Other 2.6.x Linux (64-bit);["10.1.7.121","RZ2-WSA-01"]
RZ2-XIG-01N;poweredOn;2;12288;10.1.40.115;VLAN-10.1.40.x;CL_DMZ;DMZ;rz2-esx-57.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.1.40.115","RZ2-XIG-01N"]
RZ2-ZDA-01;poweredOn;2;8192;10.2.11.103;VLAN-10.2.11.x;CL_PU;PU;rz1-esx-52.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.11.103","RZ2-ZDA-01"]
RZV-ACC-03;poweredOn;2;8192;10.2.2.157;VLAN-10.2.2.x;CL_PU;PU;rz2-esx-31.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.2.157","RZV-ACC-03"]
RZV-ADB-01;poweredOn;4;16384;10.1.33.31;VLAN-10.1.33.0;CL_DB;DMZ-DB;rz2-esx-46.bev.int;Red Hat Enterprise Linux 3 (64-bit);Red Hat Enterprise Linux 5 (64-bit);["10.1.33.31","RZV-ADB-01"]
rzv-adfs-01;poweredOn;1;4096;10.2.10.110;VLAN-10.2.10.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.10.110","rzv-adfs-01"]
RZV-ADFS-02;poweredOn;1;4096;10.2.10.113;VLAN-10.2.10.x;CL_PU;PU;rz2-esx-50.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.10.113","RZV-ADFS-02"]
RZV-ADM-02;poweredOn;1;8192;10.1.64.139;VLAN-10.1.64.x;CL_DMZ;DMZ;rz1-esx-37.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.1.64.139","RZV-ADM-02"]
RZV-ADMOOD-01;poweredOn;1;6144;10.2.3.151;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-33.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.3.151","RZV-ADMOOD-01"]
RZV-ADR-01;poweredOn;2;8192;10.1.7.71;VLAN-10.1.7.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.7.71","RZV-ADR-01"]
RZV-ADR-02;poweredOn;2;8192;10.1.7.72;VLAN-10.1.7.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.7.72","RZV-ADR-02"]
RZV-ADR-03;poweredOn;2;8192;10.1.7.73;VLAN-10.1.7.x;CL_WEB;WEB;rz2-esx-39.bev.int;CentOS 7 (64-bit);CentOS 4/5/6 (64-bit);["10.1.7.73","RZV-ADR-03"]
RZV-ADS-01;poweredOn;4;16384;10.2.10.6;VLAN-10.2.10.x;CL_PU;PU;rz1-esx-32.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.10.6","RZV-ADS-01"]
RZV-ADS-03;poweredOn;2;4096;10.2.10.5;VLAN-10.2.10.x;CL_PU;PU;rz1-esx-34.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.10.5","RZV-ADS-03"]
RZV-AED-01;poweredOn;2;8192;10.1.5.11;VLAN-10.1.5.x;CL_APOS;WEB;rz1-esx-21.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.1.5.11","RZV-AED-01"]
RZV-AED-02;poweredOn;2;8192;10.1.5.12;VLAN-10.1.5.x;CL_APOS;WEB;rz1-esx-21.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.1.5.12","RZV-AED-02"]
RZV-AMT-01;poweredOn;1;8192;10.2.8.7;VLAN-10.2.8.x;CL_PU;PU;rz1-esx-33.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.8.7","RZV-AMT-01"]
RZV-APPL-01;poweredOn;2;8192;10.2.8.30;VLAN-10.2.8.x;CL_PU;PU;rz1-esx-33.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.2.8.30","RZV-APPL-01"]
RZV-APT-01;poweredOn;1;8192;10.2.3.50;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-33.bev.int;Microsoft Windows Server 2008 R2 (64-bit);Microsoft Windows Server 2008 R2 (64-bit);["10.2.3.50","RZV-APT-01"]
RZV-APT-02;poweredOn;4;8192;10.2.3.150;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-33.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.2.3.150","RZV-APT-02"]
RZV-APT-03;poweredOn;4;8192;10.2.3.152;VLAN-10.2.3.x;CL_PU;PU;rz1-esx-52.bev.int;Rocky Linux (64-bit);CentOS 4/5 (64-bit);["10.2.3.152","RZV-APT-03"]
RZV-ARC-01;poweredOn;4;16384;10.1.64.141;VLAN-10.1.64.x;CL_DMZ;DMZ;rz2-esx-37.bev.int;Red Hat Enterprise Linux 6 (64-bit);Red Hat Enterprise Linux 6 (64-bit);["10.1.64.141","RZV-ARC-01"]
RZV-ARC-01-neu;poweredOn;4;16384;10.1.64.142;VLAN-10.1.64.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Red Hat Enterprise Linux 8 (64-bit);CentOS 4/5 (64-bit);["10.1.64.142","RZV-ARC-01-neu"]
RZV-ASS-11;poweredOn;4;8192;10.2.7.121;DPG_VLAN-10.2.7.0;CL-CTX;CTX;rz2-esx-24.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 or later (64-bit);["10.2.7.121","RZV-ASS-11"]
RZV-BAL-01;poweredOn;4;65536;10.1.64.54;VLAN-10.1.64.0;CL_DB;DMZ-DB;rz1-esx-46.bev.int;Oracle Linux 8 (64-bit);Oracle Linux 8 (64-bit);["10.1.64.54","RZV-BAL-01"]
RZV-BCPU-01;poweredOn;4;32768;10.122.73.111;VLAN-10.122.73.x;CL_DMZ;DMZ;rz2-esx-36.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.122.73.111","RZV-BCPU-01"]
RZV-BCTU-01.alt;poweredOn;4;8192;10.122.73.101;VLAN-10.122.73.x;CL_DMZ;DMZ;rz2-esx-37.bev.int;Microsoft Windows Server 2019 (64-bit);Microsoft Windows Server 2016 (64-bit);["10.122.73.101","RZV-BCTU-01.alt"]
